function	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S50	S51	S52	S6	S7	S8	S9
5-METHYLTHIORIBOSE-KINASE-RXN	436.17	3313.0	1602.0	2098.0	1102.5	1680.5	2968.67	1474.17	884.0	896.5	24.17	650.0	286.5	731.5	73.0	65.17	821.5	598.0	421.47	982.0	568.5	123.0	640.61	439.5	572.5	345.0	313.88	129.17000000000002	58.25	894.25	1364.0	1420.5	157.5	517.12	2450.5	527.5	1036.0	1114.5	740.5	415.0	1947.75	1229.5	739.0	203.5	43.5	153.5	55.5	2220.0	6014.0	4285.33	1426.5
5-NUCLEOTID-RXN	29543.01	13235.16	6259.68	7456.25	7009.63	8288.45	9612.98	9780.7	6553.17	6423.86	4244.51	21778.64	8980.34	4996.76	8358.25	6774.51	9565.7	8447.189999999999	7461.84	8868.95	7925.81	24949.34	8291.689999999999	11413.81	10773.16	12436.44	7455.97	7431.27	4042.11	5514.210000000001	6107.58	7049.96	15439.92	6922.8899999999985	12423.3	5148.1100000000015	4737.1	5706.04	6026.01	5663.700000000002	7016.65	31687.96	20181.35	20602.88	21098.34	17817.52	5762.95	19080.43	33198.04	34835.31	6575.5
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	783.6700000000002	39.0	39.67	4.0	46.63	12.62	61.540000000000006	132.46	28.25	61.0	3.17	1365.63	14.0	3.65	40.5	272.52	33.0	30.0	143.26	0.0	115.31	731.08	29.65	0.25	11.5	104.5	40.25	72.92	68.25	517.0	80.75	139.0	181.33	100.0	44.5	9.75	50.0	108.0	54.75	30.12	56.25	172.25	479.75	1010.5	390.65	391.25	130.5	731.42	492.33	954.41	73.25
5.1.1.17-RXN	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	79.0	5.0	68.0	26.0	9.0	11.0	6.0	0.0	0.0
5.1.2.3-RXN	10573.0	9109.83	4110.5	5132.0	4743.57	5989.67	6541.01	4510.16	3656.5	3548.03	2118.0	10888.5	7079.17	3796.26	7163.5	1800.34	7711.2	6117.61	5569.78	5626.2	3464.34	17874.6	3380.05	10074.23	6741.33	4240.53	4708.46	5969.67	2762.78	2734.87	3778.92	4174.37	10713.86	5532.06	7345.3	3658.27	2997.85	3308.63	3269.17	4137.75	5636.4	12435.63	6460.34	9155.33	4663.5	6394.51	1629.2	10679.0	17651.8	21368.0	4417.0
5.1.3.20-RXN	751.92	3353.25	1644.75	2103.0	1134.25	1683.75	3003.92	1606.42	911.5	957.75	43.67	698.25	307.75	733.83	108.5	387.34	857.0	634.64	685.47	982.5	720.92	154.0	761.69	447.75	585.25	497.5	355.38	202.67	107.75	1391.5	1486.57	1564.5	163.5	1254.37	2484.75	1143.0	1081.0	1147.0	810.5	546.79	2084.0	1586.5	1116.5	1272.83	1728.33	581.0	150.0	2356.75	6019.0	4492.83	1522.0
5.1.3.9-RXN	510.5	3248.0	1602.0	2029.0	1092.5	1582.5	2858.0	1418.5	884.0	864.5	23.5	984.0	253.5	726.5	57.0	57.5	720.5	573.14	326.0	907.0	500.5	440.0	418.0	390.5	515.5	345.83	231.93	126.5	59.67	668.1700000000002	1125.07	1513.5	193.5	790.91	2404.5	927.0	1026.0	1093.5	730.5	443.79	1200.67	1278.5	781.0	329.5	172.5	165.5	68.5	2021.0	5882.0	1641.0	1400.5
5.1.99.4-RXN	1107.34	23.0	111.0	159.0	213.0	482.0	59.02	66.0	174.84	14.0	6.34	5789.5	560.0	52.32	2887.0	151.51000000000005	48.0	44.0	204.59	978.0	188.31	978.84	199.32	0.0	28.0	215.66	390.5	1443.1799999999996	405.5	156.84	175.66	77.84	929.66	157.34	281.0	104.84	65.0	215.66	65.34	732.34	376.5	1692.5	340.84	2576.5	634.32	563.0	113.0	675.5	1718.34	191.16	76.0
5.3.1.17-RXN	6635.5	29.25	48.5	2.0	43.0	22.0	156.0	1142.5	321.0	279.0	44.0	6831.5	33.0	42.0	44.75	903.0	945.0	8.64	720.39	82.5	1222.5	5012.0	2084.11	36.0	657.5	1684.25	254.0	191.0	15.0	712.5	150.07	280.5	1041.0	841.5	369.0	911.0	98.0	97.0	303.5	188.29	426.0	2714.5	2364.0	4981.4	1958.0	1439.5	886.0	2719.0	3040.5	7140.5	59.5
5.3.1.23-RXN	5154.17	4287.33	1989.0	2558.0	2185.87	2904.42	3201.34	2343.0	1814.58	1734.9299999999996	1358.17	5125.75	2728.67	1575.3	3608.25	718.17	1735.1	2655.58	1151.47	3172.35	1573.08	5216.63	1419.53	2748.53	2679.33	1850.35	2285.98	2388.67	1197.4299999999996	1136.65	1839.85	1814.85	1946.68	1158.5700000000004	3856.8	1072.55	1367.05	1636.15	1530.25	2030.35	2685.95	7165.98	4196.42	4248.33	3110.84	4485.76	1111.35	5599.0	8764.98	8788.08	2071.75
5.3.3.10-RXN	4379.5	4689.0	2465.0	3047.0	2814.9	4151.0	3451.34	3027.83	2377.67	2515.7	1545.0	4874.0	5029.5	2700.43	9997.0	2278.0	3949.7	4103.6399999999985	3934.5	4640.7	2471.34	7475.77	2644.58	4561.9	4689.0	2867.03	3351.58	6388.17	2438.95	1964.92	2225.1	2566.87	5575.03	2387.19	4483.7	1603.77	1660.1	2327.13	1857.67	3682.56	3500.15	9234.3	5837.67	3167.33	5403.83	5804.5	1285.2	4420.0	9605.97	7861.0	2572.0
5.3.3.14-RXN	9486.48	4287.58	2018.25	2565.0	2236.62	2905.67	3214.26	2362.91	1853.0	1738.1799999999996	1360.5	8850.92	2732.92	1575.3	3606.25	722.33	1814.6	2662.2200000000007	1150.64	3265.85	1702.5	9378.22	1590.7799999999993	2756.78	2716.58	1933.01	2303.4	2439.42	1363.85	1183.2399999999998	1960.75	2005.02	3762.51	1838.66	3878.55	1729.47	1384.55	1860.98	1568.17	2165.3100000000004	2823.62	8918.67	5421.34	9269.35	5336.97	5560.77	1320.28	7928.67	12073.65	13388.5	2094.25
5.3.4.1-RXN	11169.25	4944.16	2325.6	2647.0	2844.92	3214.96	3365.31	3406.71	2210.0	1867.51	1406.67	8508.05	4645.59	2216.63	3698.5	2205.0	6066.6	3688.05	6637.580000000001	3492.35	2416.6	15559.12	2892.53	7492.36	4402.91	6193.51	3218.48	4865.76	2290.76	3143.09	2586.83	3051.94	11607.32	4242.16	5108.1	2467.640000000001	2155.55	2339.31	2518.34	2873.55	3600.2	16256.9	8258.18	8712.33	6807.34	8684.68	2345.18	8823.02	12906.8	13272.73	2575.0
5.4.1.2-RXN	6252.17	4236.25	1995.67	2460.0	2162.2	2784.75	2998.01	1946.17	1754.17	1648.6	1374.67	6898.5	2674.0	1564.63	3583.5	837.3399999999998	1576.1	2621.89	1249.0100000000002	3141.85	1286.5500000000004	6508.55	1145.83	2646.2	2518.0	1008.93	2071.35	2285.59	1255.85	1034.57	1589.0	1945.02	3076.51	1098.87	3372.3	1196.97	1257.8	1584.48	1368.17	1972.81	1533.95	6350.9	3994.17	5683.48	4202.33	3558.0	908.85	4948.92	10181.15	7592.16	1944.25
5.4.2.10-RXN	10793.82	4524.83	2149.42	2586.0	2474.25	3004.29	3307.640000000001	2557.2	1959.67	1807.18	1377.67	11929.63	3381.42	1789.63	3648.5	1242.17	3257.6	3022.22	2882.65	3327.85	1955.3	12151.55	1884.86	4319.03	3260.08	2510.09	2533.4	3137.76	1640.85	1885.11	2150.83	2398.19	6751.67	2603.83	4035.15	1983.14	1583.05	1916.31	1723.34	2323.0	2996.12	10728.83	5999.51	10857.08	6240.47	6249.6100000000015	1489.45	8459.17	13421.65	14110.16	2269.5
5.4.99.15-RXN	5202.5	960.58	387.0	464.0	1084.37	1227.92	387.84	602.5	868.5799999999998	963.43	1351.17	6870.42	2462.17	854.13	3571.5	694.3399999999998	1055.6	2118.58	1106.58	2173.35	937.75	5318.8	912.5	2285.03	2073.33	615.1	1643.6	2092.67	1018.93	585.9	501.6	349.85	2251.18	537.7	1131.3	785.05	209.3	415.65	632.75	1502.35	812.2	6174.32	3913.42	4455.75	3787.5	4882.42	1140.1799999999996	3716.67	3611.98	4524.58	763.25
5.4.99.16-RXN	4583.67	4198.33	1952.0	2491.0	2151.87	2811.42	3022.51	1916.17	1746.58	1699.9299999999996	1375.34	4306.92	2693.17	1566.63	3613.75	900.51	1600.1	2655.08	1335.16	3051.85	1385.75	4619.8	1208.25	2663.53	2540.33	809.35	1776.1	2169.84	1060.43	874.9	1465.6	1624.35	1897.68	594.7	3326.8	778.05	1210.3	1474.15	1286.25	1808.85	1589.7	7334.32	4720.42	3787.25	3635.0	5172.92	1262.6799999999996	4669.67	8291.48	5082.91	2028.25
5.4.99.17-RXN	69.67	0.0	8.0	0.0	0.0	0.0	1.17	21.67	0.0	0.0	17.17	5.0	6.0	0.33	12.5	105.84	0.0	0.0	237.83	0.0	41.67	2.0	37.33	0.0	0.5	4.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	2.0	0.0	27.33	0.0
5.5.1.2-RXN	5758.34	4447.0	2122.5	2626.0	2497.2	3354.75	3094.1800000000007	2302.67	1903.42	1737.6	1375.84	6954.25	3868.0	1829.96	6467.25	1057.68	3058.1	3026.25	2815.66	4126.35	1557.76	9737.97	1090.16	4225.2	3041.0	1556.6799999999996	2694.98	4310.51	1697.85	1338.02	1730.4299999999996	2194.02	4092.18	1919.99	3956.4	1368.22	1447.8	1651.48	1536.92	2768.42	2052.45	5189.65	3306.92	4361.0	2140.66	3178.25	855.35	5098.0	8794.32	8303.41	2245.75
5.99.1.2-RXN	30325.74	8979.33	4504.17	5437.5	5837.83	7237.91	7088.59	10357.91	6359.0	6371.03	5575.84	22384.76	8296.67	3814.59	14540.5	9896.34	9135.2	6132.61	7782.8	12317.2	8941.26	19875.93	10434.88	7601.73	10490.83	11927.36	7730.63	8924.51	4076.95	4932.84	5139.42	5313.87	11292.19	5432.73	11234.7	3944.77	3535.85	5107.63	4808.17	7207.59	6650.57	27195.73	19851.34	20425.130000000005	17713.63	17015.61	6463.799999999998	14937.17	25372.13	32698.49	5130.5
5.99.1.3-RXN	28111.64	9046.66	4362.84	5149.0	5040.5	5984.58	6671.6	7677.74	4948.0	4762.36	2889.34	24176.26	6962.84	3692.26	7622.0	5933.34	8323.2	6137.44	7320.3	6786.7	6374.26	24226.76	7017.719999999998	8795.06	8381.16	11436.52	5813.8	6780.18	3502.7000000000007	4328.880000000001	4642.0	5296.04	13802.68	5606.32	9438.3	3868.94	3547.1	4321.96	4601.34	4854.66	5525.24	24868.66	16335.68	22201.56	18252.94	14734.22	4705.9	16494.34	26865.96	30291.32	4673.0
6-PHOSPHO-BETA-GALACTOSIDASE-RXN	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.67	0.0	0.67	0.67	1.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.6	0.0	105.6	0.8	0.6	0.6	0.0	0.0	0.0	0.0
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	3934.85	32805.25	16023.25	20738.0	10981.75	16316.25	28857.75	14455.25	8840.5	8744.25	235.0	6128.25	2681.25	7272.0	658.0	638.0	7573.5	5853.48	3697.12	9497.5	5381.75	1154.0	5062.63	4200.25	5439.25	3473.83	2636.9700000000007	1265.5	585.67	6646.92	12460.99	14141.5	1468.0	6818.12	24279.25	6410.5	10310.0	11036.5	7358.5	4302.53	14987.42	12253.4	6907.5	973.2	391.7	1351.4	532.4	19841.75	59290.0	30068.0	14157.5
6.1.1.13-RXN	186.8	6.0	28.0	4.0	50.0	4.0	248.0	86.0	14.5	140.0	32.0	490.5	56.0	16.0	34.0	124.0	200.0	62.0	338.28	16.0	114.0	107.5	249.72	12.0	8.0	19.66	17.84	26.5	19.84	741.34	122.0	14.0	14.0	3.34	39.0	577.5	26.0	2.0	17.5	24.0	503.84	25.7	13.5	375.7	1.6	52.7	12.2	511.5	38.0	49.5	146.0
6.1.1.23-RXN	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	79.0	13.75	68.0	26.0	9.0	11.0	6.0	0.0	0.0
6.1.1.24-RXN	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.67	0.0	0.67	0.67	1.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.6	0.0	267.0	6.8	0.6	0.6	0.0	0.0	0.0	0.0
6.2.1.19-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
6.2.1.34-RXN	360.67	71.0	209.0	170.75	374.0	539.0	56.35	175.32999999999996	262.59000000000003	35.0	602.67	187.25	815.5	51.66	2936.0	254.01	66.0	42.0	198.33	1862.0	248.68	695.09	461.66000000000014	73.0	78.0	418.16	717.25	1766.76	542.25	681.5400000000002	405.66	230.34	194.66	233.34	585.1	281.09000000000003	121.0	157.66	112.09	1068.74	425.25	4674.25	883.09	308.25	958.66	1560.75	380.5	435.75	116.34	269.08000000000004	109.0
6.3.1.10-RXN	7774.43	4350.5	2076.92	2488.0	2266.21	2903.24	3172.51	2159.16	1813.59	1706.85	1391.84	8012.42	2713.25	1569.96	3616.0	1226.84	1813.6	2657.39	1606.27	3272.35	1574.9299999999996	6884.13	1659.6600000000005	2673.95	2631.75	1248.76	2264.48	2417.1800000000007	1511.35	1807.24	1933.33	2388.19	4629.34	1335.41	3489.05	1539.39	1336.3	1938.31	1465.59	2150.2200000000007	2517.2	8164.469999999998	5072.59	7366.059999999998	6774.5	4341.43	1080.19	6051.58	12057.82	10096.24	1999.25
6.3.1.12-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6.3.2.10-RXN	14035.82	4665.83	2217.42	2578.0	2660.25	3026.29	3293.8	3819.87	2491.0	2359.18	1444.67	12193.63	4073.42	2055.63	3808.5	3123.17	5525.6	3161.22	3753.65	3436.85	3231.63	13943.88	3413.86	5945.03	4669.08	5966.76	2990.4	3478.59	1887.85	2133.44	2270.5	2748.52	9305.84	3375.16	4777.15	1855.47	1865.55	2172.98	2371.17	2417.83	2410.62	12538.83	8129.84	11026.08	9057.47	7381.6100000000015	2379.45	8126.67	13561.98	14576.16	2417.5
6.3.2.29-RXN	5241.34	149.0	230.0	18.0	257.26	57.24	186.42	1428.9	680.8399999999998	656.0	67.0	2129.92	136.0	56.0	198.0	2380.66	1177.0	119.0	574.29	251.0	1484.21	732.5	1659.0	88.5	901.0	2747.66	478.5	448.84	598.5	1660.34	616.16	1019.34	3182.66	378.34	712.0	288.8400000000001	297.0	653.66	596.84	228.58	318.5	5796.82	3640.84	2758.66	5849.34	2413.1800000000007	1102.34	1210.16	3414.34	1542.5	232.5
6.3.2.30-RXN	5241.34	149.0	230.0	18.0	257.26	57.24	186.42	1428.9	680.8399999999998	656.0	67.0	2129.92	136.0	56.0	198.0	2380.66	1177.0	119.0	574.29	251.0	1484.21	732.5	1659.0	88.5	901.0	2747.66	478.5	448.84	598.5	1660.34	616.16	1019.34	3182.66	378.34	712.0	288.8400000000001	297.0	653.66	596.84	228.58	318.5	5796.82	3640.84	2758.66	5849.34	2413.1800000000007	1102.34	1210.16	3414.34	1542.5	232.5
6.3.2.7-RXN	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.67	0.0	0.67	0.67	1.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.6	0.0	105.6	0.8	0.6	0.6	0.0	0.0	0.0	0.0
6.3.5.6-RXN	34850.4	8001.5	4456.51	4557.75	6676.32	7775.73	4837.710000000001	5339.16	4543.52	5334.4	8288.689999999999	40907.01	13657.0	6969.01	19109.75	6432.859999999999	12931.9	11888.25	11539.38	12776.15	7008.84	46671.44999999999	7275.030000000002	15819.8	12555.0	7259.119999999999	9807.04	14446.96	6597.91	4781.480000000001	4407.38	5755.67	26761.620000000006	7386.450000000002	8004.5	4480.219999999998	3103.7	4177.83	4402.52	8083.85	4829.81	27132.38	17850.02	33570.240000000005	29966.22	17726.32	5550.960000000001	20138.25	30805.86	38819.8	5190.75
6.3.5.7-RXN	34855.9	8001.5	4456.51	4557.75	6676.32	7775.73	4837.710000000001	5339.16	4543.52	5334.4	8288.689999999999	40920.26	13657.0	6969.01	19109.75	6432.859999999999	12931.9	11888.25	11539.38	12776.15	7008.84	46675.69999999999	7275.030000000002	15819.8	12555.0	7260.369999999999	9807.29	14447.96	6598.41	4783.730000000001	4408.13	5755.92	26761.620000000006	7387.200000000002	8007.25	4480.219999999998	3104.45	4178.83	4403.02	8085.1	4832.06	27132.88	17850.02	33577.240000000005	29966.22	17729.82	5551.960000000001	20148.75	30805.86	38821.05	5190.75
6.4.1.6-RXN	71.00999999999998	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	15.99	0.0	0.0	0.0	0.0	0.0	2.49	0.0	0.0	0.0	0.0	0.0	5.5	0.0	20.0	0.0	1.5	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	3.0	72.48	177.0	77.49	684.51	53.52	21.51	0.99	36.0	3.0	0.0
6PFRUCTPHOS-RXN	10719.15	13216.58	4998.43	6589.0	3606.55	5021.04	11718.63	6596.71	3401.75	3656.08	137.5	5686.38	1180.92	2256.5	456.0	2493.83	3698.0	2399.61	2774.850000000001	3982.0	3976.22	3707.57	4532.75	1742.33	3369.58	6861.16	1610.56	984.92	652.7499999999999	3346.34	5025.97	6229.17	3036.98	2779.7000000000007	8643.25	2529.42	3578.25	4086.33	3299.92	1696.37	5732.92	11640.68	7506.59	4960.980000000001	9078.64	5428.3600000000015	1965.1	10856.68	26924.82	18837.07	4459.75
6PGLUCONOLACT-RXN	15426.15	4355.83	2192.42	2720.0	2602.62	3511.67	3422.59	4553.42	2761.08	2783.18	2101.67	14649.67	3749.42	1717.29	6888.5	4212.18	2813.6	2815.22	3216.2200000000007	5170.85	3456.01	10384.63	4440.52	2994.78	4256.08	5307.93	3243.15	4125.67	1677.6	1939.57	2204.42	2173.35	3746.01	2262.99	5038.05	1811.05	1602.05	2223.65	1861.25	3326.14	3276.87	12465.42	8313.42	10877.729999999998	7994.96	7112.02	2915.78	8396.09	12917.31	17484.410000000003	2356.25
7-ALPHA-HYDROXYSTEROID-DEH-RXN	18.0	0.0	29.0	4.0	25.0	0.0	12.34	25.33	36.67	0.0	0.5	0.0	0.0	0.33	4.5	23.17	0.0	0.0	12.5	0.0	79.34	60.67	130.32999999999998	0.0	25.5	372.33	3.0	15.17	20.0	26.67	44.33	20.67	20.83	258.17	0.0	46.67	19.5	10.33	21.17	16.17	23.5	1378.0	75.67	28.0	35.33	346.0	30.0	113.5	33.67	1.0	0.0
7KAPSYN-RXN	14288.09	5295.08	2182.59	2707.0	3117.88	3452.91	3413.84	3867.83	3046.0	2746.18	1442.34	15586.01	4632.92	1845.63	3819.25	2658.51	4386.6	4130.36	3806.16	3476.85	3261.09	11743.71	3483.61	6394.28	4916.08	5443.18	3404.73	3339.26	1984.18	2256.7700000000004	2573.82	2617.52	7777.17	3436.49	4773.15	2035.47	1764.55	2129.98	2463.17	2553.24	3160.95	11469.23	6932.34	10459.08	8305.67	6680.51	1776.85	8444.34	14685.31	16695.82	2549.75
ABC-10-RXN	53068.89	29716.91	14715.59	18535.5	13312.82	18247.71	24497.0	17639.36	11687.26	11605.21	5734.84	48572.13000000001	12721.09	9391.39	18030.0	7485.51	12740.3	12235.86	8326.150000000001	17997.3	11484.9	49739.07000000001	11281.27	12507.26	14196.91	12001.36	10428.8	12033.44	5925.55	7254.34	12799.05	14247.4	16956.27	10452.38	25873.0	9805.0	9872.9	11993.35	9420.6	10767.87	16077.94	41070.31	24760.94	41451.98	21336.77	20919.47	5868.0	41110.84	75147.87000000001	77744.32	14166.75
ABC-11-RXN	53068.89	29716.91	14715.59	18535.5	13312.82	18247.71	24497.0	17639.36	11687.26	11605.21	5734.84	48572.13000000001	12721.09	9391.39	18030.0	7485.51	12740.3	12235.86	8326.150000000001	17997.3	11484.9	49739.07000000001	11281.27	12507.26	14196.91	12001.36	10428.8	12033.44	5925.55	7254.34	12799.05	14247.4	16956.27	10452.38	25873.0	9805.0	9872.9	11993.35	9420.6	10767.87	16077.94	41070.31	24760.94	41451.98	21336.77	20919.47	5868.0	41110.84	75147.87000000001	77744.32	14166.75
ABC-12-RXN	43839.13	27800.5	13204.5	16550.5	15994.39	20814.86	20030.48	13336.22	12359.42	12886.5	12402.03	51025.39	23163.5	11983.3	35467.5	5998.719999999998	13830.0	21955.78	11503.670000000002	25626.5	11256.37	55026.42	10494.1	22299.25	19472.5	7015.98	16690.879999999994	22177.45	9530.6	5658.22	10940.22	11977.17	19461.33	9156.740000000002	22551.6	8392.42	8044.5	10055.83	9250.42	15071.51	12337.6	32393.15	21954.92	35986.93	22639.5	18869.65	5673.4	35388.75	62013.17	64443.22	14192.25
ABC-13-RXN	43839.13	27800.5	13204.5	16550.5	15994.39	20814.86	20030.48	13336.22	12359.42	12886.5	12402.03	51025.39	23163.5	11983.3	35467.5	5998.719999999998	13830.0	21955.78	11503.670000000002	25626.5	11256.37	55026.42	10494.1	22299.25	19472.5	7015.98	16690.879999999994	22177.45	9530.6	5658.22	10940.22	11977.17	19461.33	9156.740000000002	22551.6	8392.42	8044.5	10055.83	9250.42	15071.51	12337.6	32393.15	21954.92	35986.93	22639.5	18869.65	5673.4	35388.75	62013.17	64443.22	14192.25
ABC-14-RXN	43839.13	27800.5	13204.5	16550.5	15994.39	20814.86	20030.48	13336.22	12359.42	12886.5	12402.03	51025.39	23163.5	11983.3	35467.5	5998.719999999998	13830.0	21955.78	11503.670000000002	25626.5	11256.37	55026.42	10494.1	22299.25	19472.5	7015.98	16690.879999999994	22177.45	9530.6	5658.22	10940.22	11977.17	19461.33	9156.740000000002	22551.6	8392.42	8044.5	10055.83	9250.42	15071.51	12337.6	32393.15	21954.92	35986.93	22639.5	18869.65	5673.4	35388.75	62013.17	64443.22	14192.25
ABC-18-RXN	44976.6	35996.0	17489.0	22837.5	15942.7	23230.7	30426.24	16129.23	12147.17	11077.2	7145.7	44180.05	13345.5	9769.9	30515.5	3361.73	10614.2	11417.06	7893.280000000002	26314.7	7748.03	48731.02	8109.04	10930.9	10273.0	6008.11	11296.42	15534.87	6493.37	10662.39	15564.06	15999.12	11243.53	10444.69	29911.85	10051.27	11170.35	13247.63	8985.17	14600.48	20900.32	23669.4	16710.17	35669.25	11811.1	10471.6	3537.3	42736.0	81290.97	83905.55	16376.0
ABC-19-RXN	10777.09	4527.83	2109.92	2582.0	2449.25	3009.29	3290.3	2472.87	1931.0	1780.18	1375.17	11388.46	3375.92	1789.96	3658.0	1360.34	3287.6	3019.72	2924.15	3317.35	1905.3	11488.21	1963.44	4321.03	3252.08	2370.43	2508.11	3159.09	1614.93	1877.02	2127.5	2494.02	6685.84	2609.11	3876.15	1938.97	1570.55	1952.98	1643.17	2302.33	2928.2	9284.89	5899.34	9448.33	6355.17	5913.35	1457.0199999999998	7998.0	13130.48	13563.16	2210.0
ABC-2-RXN	44976.6	35996.0	17489.0	22837.5	15942.7	23230.7	30426.24	16129.23	12147.17	11077.2	7145.7	44180.05	13345.5	9769.9	30515.5	3361.73	10614.2	11417.06	7893.280000000002	26314.7	7748.03	48731.02	8109.04	10930.9	10273.0	6008.11	11296.42	15534.87	6493.37	10662.39	15564.06	15999.12	11243.53	10444.69	29911.85	10051.27	11170.35	13247.63	8985.17	14600.48	20900.32	23669.4	16710.17	35669.25	11811.1	10471.6	3537.3	42736.0	81290.97	83905.55	16376.0
ABC-20-RXN	675.0	6496.0	3204.0	4058.0	2185.0	3165.0	5534.0	2829.0	1768.0	1687.0	47.0	1132.0	491.0	1441.0	114.0	115.0	1307.0	1140.0	636.0	1798.0	967.0	212.0	625.5	769.0	1023.0	688.0	425.76	223.0	106.5	598.5	2030.0	2815.0	267.0	714.24	4809.0	61.0	2052.0	2137.0	1455.0	680.0	1807.5	2441.0	1246.0	111.8	71.0	211.0	101.0	3290.0	11460.0	2508.0	2801.0
ABC-23-RXN	6194.17	7378.0	1830.0	2717.75	2379.13	2701.12	5961.06	1794.28	1737.51	1689.5	1338.67	8020.88	2538.0	873.83	3686.5	456.84	1660.5	2359.14	1214.9	4765.0	1307.47	5981.51	1213.9399999999996	2836.75	1791.0	788.99	2349.38	1696.68	1083.25	1837.76	2885.8099999999995	3111.01	2925.99	1520.63	3396.5	1480.51	1193.5	1673.49	1082.01	1946.42	2859.25	7268.0	4085.51	7041.98	3393.83	3724.5	950.5	7556.0	15832.01	11453.83	2051.75
ABC-24-RXN	8337.4	6458.0	1865.0	2593.25	3571.0	3575.75	3097.0	1909.5	3300.25	2750.0	663.5	12317.25	5555.5	1224.5	211.25	541.0	2137.5	5728.89	1284.14	1396.25	1292.75	9161.0	1187.36	8537.0	4261.5	851.58	2811.55	838.0	1077.92	1017.42	1625.07	1644.75	3150.75	1665.29	2938.0	1525.75	1165.5	1233.75	1735.25	992.04	2185.42	5561.85	1922.75	6729.5	1183.8	885.35	186.35	6501.0	10008.75	14017.25	2529.25
ABC-25-RXN	8337.4	6458.0	1865.0	2593.25	3571.0	3575.75	3097.0	1909.5	3300.25	2750.0	663.5	12317.25	5555.5	1224.5	211.25	541.0	2137.5	5728.89	1284.14	1396.25	1292.75	9161.0	1187.36	8537.0	4261.5	851.58	2811.55	838.0	1077.92	1017.42	1625.07	1644.75	3150.75	1665.29	2938.0	1525.75	1165.5	1233.75	1735.25	992.04	2185.42	5561.85	1922.75	6729.5	1183.8	885.35	186.35	6501.0	10008.75	14017.25	2529.25
