function	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S50	S51	S52	S6	S7	S8	S9
PPENTOMUT-RXN	4284.65	3347.25	1625.75	2101.0	1130.88	1690.37	2994.12	1546.87	905.5	907.75	23.5	4040.63	290.75	731.5	72.0	264.0	824.0	604.64	421.57	982.5	635.54	4297.0	690.36	448.0	592.75	467.83	350.05	197.0	120.42	1406.67	1478.32	1554.0	538.5	1231.04	2479.75	1147.0	1073.0	1150.0	793.0	536.9100000000002	2063.67	1491.1	1606.5	3575.5000000000005	769.8	967.1	245.1	4331.75	7796.0	9090.5	1449.25
PPGPPSYN-RXN	8516.25	4410.58	2036.75	2553.25	2348.62	2893.67	3114.42	2308.58	1858.08	1706.1799999999996	1360.5	7323.0	3068.42	1782.3	3600.25	894.5	3068.6	2967.22	2495.640000000001	3197.85	1675.83	11153.13	1329.28	4226.78	3142.58	2269.85	2376.48	3011.5	1402.9299999999996	1117.1	1817.42	2051.35	4624.68	2407.82	3938.65	1636.05	1497.05	1668.65	1615.25	2189.54	2090.2	7513.48	4726.92	7792.83	3548.84	5029.76	1216.35	6857.75	10407.98	11218.25	2165.25
PPPGPPHYDRO-RXN	19620.17	8614.33	3796.84	4761.75	4209.7	5140.04	6454.55	5365.79	3947.75	3688.53	1471.17	20564.13	4998.67	2798.93	3900.25	3212.17	5657.2	4800.86	4183.18	4449.95	3865.05	16791.26	4652.33	6854.98	5909.83	6681.78	3804.96	3618.34	2213.78	3256.67	3903.67	4190.62	8598.269999999999	4076.06	7476.2	3191.02	2874.35	3520.38	3333.42	3457.2200000000007	5325.4	15782.38	10452.59	16425.98	12553.67	8735.76	2916.45	13398.84	22434.709999999995	25135.24	3998.5
PRAISOM-RXN	14466.82	4549.83	2142.42	2580.0	2521.88	3049.91	3404.33	3839.66	2437.33	2391.18	1444.67	14833.01	3489.42	1848.63	3817.5	2956.17	4194.6	3081.22	3688.65	3411.85	3132.96	12243.21	3461.86	4407.28	4202.08	5662.76	2942.07	3371.42	1736.52	2252.44	2341.92	2637.85	7292.01	2813.66	4733.15	1952.8	1769.05	2175.65	2284.0	2434.78	3133.79	11318.83	8431.17	11693.33	10762.47	7379.6100000000015	2413.45	8502.17	14186.31	16096.16	2346.75
PREPHENATE-DEHYDROGENASE-NADP+-RXN	544.0	3.0	8.0	0.0	0.0	7.0	3.0	12.0	8.0	4.0	0.0	13.0	3.0	0.0	10.0	150.0	18.0	0.0	0.0	2.0	2.0	8.0	204.0	0.0	56.0	426.0	7.0	48.0	0.0	20.0	2.0	36.0	74.0	13.0	43.0	5.0	21.0	0.0	2.0	10.0	17.0	152.0	341.0	7.0	824.0	241.0	228.0	34.0	14.0	32.0	0.0
PREPHENATEDEHYDRAT-RXN	15336.49	8748.83	4114.42	5090.0	4643.45	5826.04	6467.97	5728.04	4169.25	4049.78	2819.34	14810.88	6170.42	3419.26	7407.25	3612.01	5875.7	5707.969999999998	5027.48	6506.7	4485.05	14109.68	4726.690000000001	7089.23	6498.08	6515.61	4735.88	5566.76	2801.2	2778.59	3980.1	4375.87	8062.19	3785.9800000000014	8057.95	2525.52	2974.85	3651.13	3579.42	4266.68	4551.07	15471.48	9383.59	11373.58	10184.8	7980.8600000000015	2725.8	10817.67	20044.13	19702.74	4288.75
PREPHENATEDEHYDROG-RXN	12767.82	3448.83	1886.92	2301.0	1521.55	2230.04	3178.8	3434.87	1741.75	1625.08	110.67	10729.38	1006.92	843.83	3142.25	2154.17	1914.0	737.47	1618.65	2176.0	2430.38	8598.08	2718.61	583.3299999999998	1676.08	4583.91	1327.8000000000004	2058.59	913.75	1963.34	1976.9	2090.67	3506.99	1712.46	3911.25	1459.92	1478.25	1833.33	1667.42	1600.58	2803.92	8978.68	5664.09	10518.08	6636.97	4749.8600000000015	1500.6	7823.67	12651.83	14901.41	1790.75
PRIBFAICARPISOM-RXN	13991.16	5288.83	2171.42	2659.0	3209.25	3506.29	3391.9700000000007	3866.04	3060.0	2745.18	2046.84	13418.96	4631.92	1848.96	3887.0	2981.01	4453.6	4132.219999999998	3766.48	4340.85	3218.3	12082.21	3598.19	6366.03	5179.58	5434.43	3664.73	3387.76	2040.18	2267.7700000000004	2513.5	2649.02	7450.84	2852.49	5069.15	2054.4700000000007	1766.55	2222.98	2477.17	2791.83	3154.95	14860.99	9790.34	11347.079999999998	9886.97	9203.45	2788.12	8763.0	13475.98	16029.49	2573.5
PROLINE--TRNA-LIGASE-RXN	14036.82	4549.83	2171.42	2584.0	2525.25	3041.29	3390.8	3862.87	2474.0	2391.18	1444.67	12109.63	3489.42	1848.63	3815.5	2965.17	4194.6	3081.22	3688.65	3411.85	3198.63	12114.88	3589.86	4407.03	4218.08	5693.76	2944.4	3386.59	1747.85	2273.4400000000005	2379.5	2653.52	6910.84	2825.16	4733.15	1999.47	1774.55	2183.98	2305.17	2436.83	3154.62	12376.83	8116.84	11191.48	9059.47	7357.6100000000015	2346.45	8422.67	13426.98	16043.16	2346.5
PROLINE-RACEMASE-RXN	57.5	3.0	55.5	2.0	25.0	2.0	36.0	45.0	6.0	49.0	0.0	38.0	14.0	2.0	18.0	26.5	33.0	28.0	59.0	0.0	43.0	20.0	33.5	0.0	39.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	2.0	0.0	2.0	2.0	7.0	2.0	0.0	0.0	0.0	119.0	405.0	0.0	305.0	303.0	76.0	22.0	3.0	12.5	104.0
PROPANEDIOL-DEHYDRATASE-RXN	1012.5	9744.0	4806.0	6087.0	3277.5	4747.5	8301.0	4243.5	2652.0	2530.5	70.5	1698.0	736.5	2161.5	171.0	172.5	1960.5	1710.0	954.0	2697.0	1450.5	318.0	937.5	1153.5	1534.5	1030.5	583.5	379.5	175.5	876.0	3001.5	3904.5	400.5	2154.0	7213.5	1917.0	3078.0	3268.5	2191.5	1318.5	2755.5	3661.5	1869.0	102.5	109.5	337.5	151.5	4935.0	17190.0	3648.0	4201.5
PROPANOATECOA-LIGASE-RXN	203.0	34.0	22.0	0.0	0.0	0.0	1.0	73.0	21.0	9.0	1.0	3.0	0.0	0.66	9.0	228.34	0.0	2.0	25.0	0.0	27.34	8.0	4.66	0.0	1.0	94.0	30.0	53.0	56.0	491.0	74.0	132.0	1.0	75.0	25.0	7.0	31.0	0.0	46.0	11.0	28.0	19.0	12.0	47.0	0.66	46.0	0.0	0.0	0.0	180.0	0.0
PROPIONATE--COA-LIGASE-RXN	7115.67	58.33	116.84	45.0	222.3	61.29	126.05	1576.7899999999993	685.25	614.3299999999998	84.17	3864.13	379.67	51.33	186.5	1583.17	1033.0	94.83	597.8299999999998	196.5	1643.0099999999998	3895.41	1369.0	206.58	1114.33	1717.33	489.75	310.59	344.83	147.17000000000004	191.83	448.17	2468.82	844.92	972.5	795.42	266.25	503.33	433.92	334.29	359.75	5931.58	4474.59	5511.83	4552.17	5197.26	1095.0	3686.59	4132.16	4241.74	228.75
PROPIONATE-COA-TRANSFERASE-RXN	482.18	3313.0	1604.0	2048.0	1102.5	1680.5	2879.01	1485.51	884.0	875.5	25.51	886.33	276.5	725.5	72.0	93.51	723.5	597.0	462.99	936.0	573.5	124.83	545.5	403.5	568.5	355.5	551.5	143.01	65.0	521.0	1118.0	1324.0	159.5	152.0	2461.5	246.5	1043.0	1116.5	756.5	422.0	1741.0	1280.66	768.0	213.73000000000005	305.67	184.34	98.67	2053.33	5742.0	3092.99	1426.5
PROPIONYL-COA-CARBOXY-RXN	16826.34	381.5	208.34	40.0	579.0	233.0	109.51999999999998	160.32999999999996	193.76	60.0	610.0	18541.41	1278.0	426.0	102.5	594.49	3084.0	469.0	1638.14	1289.0	428.35	17946.579999999998	767.36	3119.0	1150.0	3873.99	683.75	1027.26	1076.75	462.71	813.99	992.51	11610.15	1422.51	707.1	505.26	404.5	712.99	676.26	549.91	476.25	7082.07	5543.26	18715.41	11503.34	4502.43	1368.84	7967.75	12887.67	15560.91	300.0
PROPKIN-RXN	676.0	6496.0	3204.0	4058.0	2185.0	3165.0	5534.0	2829.0	1768.0	1687.0	47.0	1132.0	491.0	1441.0	114.0	115.0	1307.0	1140.14	636.14	1798.0	967.0	212.0	630.36	769.0	1023.0	688.0	425.76	253.0	117.5	959.5	2124.57	2815.0	267.0	1270.24	4809.0	1566.0	2052.0	2183.0	1461.0	883.29	2118.5	2441.0	1246.0	31.0	73.0	225.0	101.0	3290.0	11460.0	2508.0	2801.0
PROSTAGLANDIN-D-SYNTHASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSTAGLANDIN-ENDOPEROXIDE-SYNTHASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROTEIN-KINASE-RXN	20858.840000000004	7291.5	5250.77	5467.25	6274.07	8050.73	4904.91	8249.43	5444.75	5510.65	4732.68	21527.51	10404.25	5192.1799999999985	13479.75	6725.8600000000015	9015.9	8434.0	7199.79	9205.4	6365.030000000002	23831.92	7079.839999999998	10910.05	10367.75	10774.98	8594.58	11173.43	5252.82	7252.72	4609.4	5040.4	11728.38	5894.46	11209.55	4326.95	4018.2	4730.1	5336.25	7652.280000000002	7898.97	22491.43	15324.75	13782.71	19615.79	13608.37	4345.51	13568.51	16334.08	29619.55	5710.0
PROTEIN-TYROSINE-PHOSPHATASE-RXN	16376.74	1532.08	780.68	680.0	1977.37	2043.92	839.03	3132.84	2432.34	2086.43	1648.84	8974.0	4604.17	1536.11	7320.0	4891.3600000000015	5984.6	2962.22	5894.480000000001	3667.85	4272.75	14004.71	5179.34	5653.03	5040.83	7898.92	3633.02	5529.1	2556.85	2310.4800000000005	1528.16	1663.86	10365.99	3512.88	3298.0	2578.31	1153.3	1663.64	2086.01	3084.9500000000007	2969.12	16618.33	9935.18	12431.88	11088.45	8700.61	3058.45	6615.43	8211.81	13216.98	1183.75
PROTOCATECHUATE-34-DIOXYGENASE-RXN	12753.34	9401.0	4640.5	5349.0	5120.8	6339.0	6544.34	5375.84	3740.0	4360.4	4029.34	13898.5	8214.0	5192.86	7466.0	3127.6800000000007	8700.4	8050.5	6891.66	6831.9	4593.34	22517.2	3449.16	10466.8	8587.5	3538.9	5668.16	7189.34	3417.4	2675.5	3561.4	4900.4	11195.4	4092.04	7905.4	2249.7	3172.2	3608.6	3724.0	4783.7	3694.8	11325.1	7291.0	8493.0	6305.66	7025.0	2044.4	10246.0	18543.1	18545.66	5002.5
PROTOCATECHUATE-45-DIOXYGENASE-RXN	981.0	6.5	84.7	12.0	71.63	12.62	49.05	94.48	80.84	14.0	0.0	1349.88	2.0	0.0	5.5	67.0	0.0	4.0	139.5	0.0	141.04	432.14	304.5	0.25	59.0	271.16	55.5	117.84	79.5	111.34	110.41	73.34	288.96	50.34	105.0	101.84	73.0	34.66	94.84	97.46	210.5	3027.5	1040.84	1468.75	688.0	1380.5	245.0	1039.2	870.64	380.8	8.25
PROTOHEMEFERROCHELAT-RXN	14982.42	4552.83	2199.42	2584.0	2558.25	3056.29	3430.8	4369.87	2704.0	2749.18	1483.67	12138.63	3583.42	1870.63	3940.5	3928.17	4253.6	3137.22	3921.65	3458.85	3480.63	12114.88	3904.86	4482.03	4588.08	6048.76	2949.4	3411.59	1759.85	2317.4400000000005	2381.5	2653.52	6910.84	2847.16	5027.15	2003.47	1802.55	2335.98	2305.17	2467.83	3193.62	12376.23	8300.84	10953.13	9058.67	7516.01	2383.85	8438.67	13433.98	16155.16	2423.5
PROTOPORGENOXI-RXN	27.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	1.0	9.0	7.5	0.66	9.0	28.34	0.0	0.0	25.0	0.0	27.34	5.0	4.66	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	79.0	223.4	80.66	26.0	9.0	11.0	6.0	2.0	0.0
PRPPAMIDOTRANS-RXN	14090.49	4555.83	2184.42	2584.0	2636.25	3096.29	3390.8	3868.87	2480.0	2397.18	2045.67	12109.96	3489.42	1848.63	3817.5	2968.17	4196.6	3081.22	3729.65	4295.85	3207.63	12115.21	3608.86	4407.03	4219.08	5719.76	3469.4	3409.59	1844.85	2278.640000000001	2498.5	2654.52	6978.84	2838.16	5009.75	2099.4700000000007	1778.55	2221.98	2307.17	2729.23	3205.62	12422.49	8158.84	11116.079999999998	9207.14	7374.950000000002	2465.12	8423.0	13432.98	16074.16	2378.5
PRPPSYN-RXN	14867.22	4074.83	2255.43	2544.75	2132.25	2824.29	3604.8	4264.88	1950.0	2203.18	1444.67	11584.63	3025.92	2074.63	3848.5	3184.5	5441.6	2413.22	5689.6500000000015	3484.85	3492.64	14927.87	4368.8600000000015	4029.03	4193.08	6793.09	2869.07	4116.09	1779.02	2797.110000000001	2595.0	2932.52	9052.83	4057.83	4939.15	3017.9700000000007	1995.55	2297.98	2448.17	2696.33	4168.79	11918.43	8590.84	11724.08	9935.27	7924.21	2663.55	9020.68	13820.97	20422.15	2349.5
PRTRANS-RXN	14073.82	4549.83	2173.42	2584.0	2525.25	3041.29	3390.8	3873.87	2474.0	2391.18	1444.67	12112.63	3489.42	1848.63	3818.5	2993.17	4194.6	3081.36	3723.65	3411.85	3219.63	12116.88	3604.86	4407.03	4218.08	5697.76	2944.4	3388.59	1747.85	2273.4400000000005	2380.07	2653.52	6910.84	2825.16	4733.15	1999.47	1774.55	2183.98	2305.17	2441.12	3154.62	12376.83	8116.84	11077.48	9065.47	7357.6100000000015	2346.45	8424.67	13426.98	16050.16	2346.5
PSERPHOSPHA-RXN	9123.33	5750.5	2648.26	3314.0	4084.28	5390.87	3698.8	2725.55	2951.92	2601.95	3403.34	12455.04	7553.25	3041.43	13449.75	2177.84	5758.2	5499.1399999999985	5403.480000000001	8378.2	2430.890000000001	14535.17	3116.94	8114.4	5748.25	3136.11	5558.5	8490.26	3512.87	3317.54	3032.85	3032.87	9789.02	3970.61	5543.05	3092.52	1869.1	2512.63	2345.42	5536.58	5044.82	14708.47	9248.42	8530.16	9240.97	7449.030000000002	2879.64	7298.67	12850.96	14697.4	3035.75
PSERTRANSAM-RXN	14072.49	4549.83	2174.42	2584.0	2525.25	3041.29	3481.8	3870.87	2474.0	2412.18	1444.67	12132.96	3497.42	1854.63	3817.5	2965.17	4261.6	3084.22	3729.65	3419.85	3215.63	12119.71	3694.86	4413.03	4222.08	5697.43	2943.73	3387.09	1747.18	2272.7700000000004	2378.5	2654.02	6915.84	2824.49	4733.15	2000.47	1774.55	2184.98	2305.17	2436.83	3154.95	12400.99	8175.84	11044.159999999998	9287.64	7376.450000000002	2355.12	8549.0	13438.98	16052.16	2346.5
PSERTRANSAMPYR-RXN	14072.49	4549.83	2174.42	2584.0	2525.25	3041.29	3481.8	3870.87	2474.0	2412.18	1444.67	12132.96	3497.42	1854.63	3817.5	2965.17	4261.6	3084.22	3729.65	3419.85	3215.63	12119.71	3694.86	4413.03	4222.08	5697.43	2943.73	3387.09	1747.18	2272.7700000000004	2378.5	2654.02	6915.84	2824.49	4733.15	2000.47	1774.55	2184.98	2305.17	2436.83	3154.95	12400.99	8175.84	11044.159999999998	9287.64	7376.450000000002	2355.12	8549.0	13438.98	16052.16	2346.5
PSEUDOURIDINE-KINASE-RXN	361.75	99.25	23.75	22.0	38.38	107.87	136.12	128.37	21.5	43.25	0.0	181.63	32.25	5.0	9.0	203.5	72.5	31.64	71.43	37.5	114.04	309.0	255.75	27.5	77.25	122.5	136.5	98.5	72.0	728.75	254.82	146.5	64.0	1160.25	75.25	1434.0	47.0	102.5	68.5	296.41	965.75	154.0	516.5	176.0	383.5	552.0	83.0	707.75	53.0	2294.5	48.75
PTAALT-RXN	337.5	3248.0	1602.0	2029.0	1092.5	1582.5	2767.0	1414.5	884.0	843.5	23.5	566.0	245.5	720.5	57.0	57.5	653.5	570.0	318.0	899.0	483.5	106.0	312.5	384.5	511.5	343.5	194.5	126.5	58.5	292.0	1000.5	1301.5	133.5	718.0	2404.5	639.0	1026.0	1089.5	730.5	439.5	918.5	1220.5	623.0	15.5	36.5	112.5	50.5	1645.0	5730.0	1216.0	1400.5
PURINE-NUCLEOSIDASE-RXN	11694.66	1074.66	360.0	566.0	1283.67	1411.21	640.71	1327.28	1055.91	964.76	1954.0	8853.470000000001	2538.34	866.8	3566.25	819.0	1224.6	2094.91	982.0	3201.35	1433.91	11284.8	1434.59	2423.61	2195.16	2108.35	2205.6	2447.0	1358.7600000000002	534.0999999999998	913.85	436.85	2914.51	1104.2	2001.9	930.05	475.8	720.65	949.75	2126.87	1637.2	9129.99	7038.09	11124.8	5737.84	8019.59	1987.51	7983.34	6377.31	14180.75	688.5
PUTRESCINE-CARBAMOYLTRANSFERASE-RXN	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	79.6	0.8	0.6	0.6	0.0	0.0	0.0	0.0
PUTRESCINE-OXIDASE-RXN	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	79.0	5.0	68.0	26.0	9.0	11.0	6.0	0.0	0.0
PYRAMKIN-RXN	9157.8	7541.83	3599.0	4649.0	3341.87	4491.42	6012.18	3829.33	2743.5	2631.9300000000007	1398.17	8667.17	3009.17	2298.13	3702.75	838.3399999999998	2457.6	3266.7200000000007	1727.11	4110.35	2340.42	9281.22	2002.47	3179.53	3199.83	2299.51	2518.78	2574.09	1289.1	1848.74	3218.25	3246.52	2424.01	3317.03	6289.3	3265.9700000000007	2417.55	2798.98	2303.67	2694.31	4091.12	9910.77	5410.84	7323.6	3408.1	5455.87	1276.88	9502.42	16469.649999999998	15526.33	3559.25
PYRIDOXINE-4-DEHYDROGENASE-RXN	3392.0	0.0	4.0	0.0	0.0	0.0	0.5	518.0	0.0	0.0	0.5	2637.0	3.0	0.33	4.5	14.17	0.0	0.0	12.5	0.0	13.67	3555.0	2.33	0.0	0.5	209.0	0.0	0.0	0.0	0.0	0.0	189.0	274.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2812.0	0.33	0.0	0.0	1516.0	1589.0	3985.0	0.0
PYRIDOXKIN-RXN	9157.8	7541.83	3599.0	4649.0	3341.87	4491.42	6012.18	3829.33	2743.5	2631.9300000000007	1398.17	8667.17	3009.17	2298.13	3702.75	838.3399999999998	2457.6	3266.7200000000007	1727.11	4110.35	2340.42	9281.22	2002.47	3179.53	3199.83	2299.51	2518.78	2574.09	1289.1	1848.74	3218.25	3246.52	2424.01	3317.03	6289.3	3265.9700000000007	2417.55	2798.98	2303.67	2694.31	4091.12	9910.77	5410.84	7323.6	3408.1	5455.87	1276.88	9502.42	16469.649999999998	15526.33	3559.25
PYRIMSYN1-RXN	13186.09	4552.83	2175.42	2584.0	2523.25	3036.29	3387.8	3856.87	2466.0	2393.18	1444.67	12095.96	3478.92	1845.63	3805.5	2592.17	4173.6	3081.22	3663.65	3393.85	3205.63	12104.71	3404.86	4405.03	4163.08	4049.43	2933.73	3274.09	1678.68	2215.7700000000004	2217.0	2600.02	6880.84	3191.49	4629.15	2608.9700000000007	1715.55	2099.98	2086.17	2541.33	3127.45	9950.39	6616.84	10961.98	7194.84	6551.85	1787.0199999999998	8374.0	13426.98	16025.16	2349.5
PYRIMSYN3-RXN	14339.76	4592.83	2243.42	2592.0	2613.88	3048.91	3459.1800000000007	4009.99	2530.92	2454.18	1461.84	13143.59	3506.42	1847.96	3839.0	2884.34	4290.6	3111.22	3943.91	3486.85	3346.26	12457.13	3574.19	4405.28	4197.58	4211.59	2975.65	3343.1800000000007	1888.1	2738.110000000001	2361.58	2919.69	8381.67	2915.33	4673.65	2054.89	1777.05	2269.31	2160.09	2481.12	3164.37	11983.64	7930.26	12241.48	11060.17	7619.6	2037.52	8956.25	15114.65	16571.24	2422.75
PYRNUTRANSHYDROGEN-RXN	33060.69	15444.49	6712.01	8252.0	9061.7	10707.869999999999	10120.16	8045.38	7161.08	6558.389999999999	5395.360000000001	38624.56	14332.01	6343.01	13814.5	4485.21	12280.9	12490.91	11303.35	12146.9	6466.9	40348.94	5837.65	18731.54	12902.99	8205.06	10045.29	12041.95	6149.639999999999	5970.989999999998	6727.269999999999	7531.74	22771.539999999997	8901.25	13215.1	6386.29	5017.45	5974.76	5899.59	8601.570000000002	9478.3	30936.68	19409.1	31545.49	18056.16	19755.940000000002	4942.7300000000005	25656.43	39893.420000000006	43600.88	7619.75
PYROGLUTAMYL-PEPTIDASE-I-RXN	777.5	3373.0	1746.0	2309.0	1340.5	2164.5	3043.84	1624.83	1083.92	965.5	116.5	1132.25	870.0	867.5	3437.0	303.5	933.5	666.0	564.4300000000002	1998.0	720.4599999999998	723.42	808.75	469.5	597.5	612.1600000000002	723.8	1599.92	499.67	1143.59	1699.83	1613.17	243.33	1476.96	2741.0	913.42	1122.5	1241.83	823.42	1235.67	2125.67	2853.75	934.42	383.5	157.5	645.25	147.0	2575.25	6383.67	5717.75	1573.5
PYRROLINE-2-CARBOXYLATE-REDUCTASE-RXN	73.34	6.0	13.0	2.0	0.0	2.0	1.84	25.34	0.0	9.0	17.84	2.0	6.0	0.33	8.5	82.51	9.0	0.0	225.16	0.0	35.67	0.0	36.33	0.0	1.5	25.0	13.0	14.34	6.0	3.0	3.0	1.0	0.0	3.0	9.0	39.0	4.0	0.0	3.0	28.0	12.0	32.0	6.0	0.0	0.33	5.0	0.0	0.0	0.0	37.66	3.0
PYRROLINECARBREDUCT-RXN	17497.489999999998	4554.83	2185.42	2587.75	2552.45	3043.29	3618.81	3920.87	2485.67	2492.78	1445.84	14832.63	3579.92	2075.76	3838.0	2990.01	4654.2	3176.22	3790.48	3428.45	3314.9700000000007	15797.35	3842.19	4454.23	4528.58	5802.69	3021.0	3679.93	1948.45	2371.51	2513.43	2744.79	7260.269999999998	2905.53	4901.95	2090.94	1839.85	2370.71	2426.34	2789.600000000001	3280.32	12873.23	8174.51	14170.48	9089.8	7460.6100000000015	2401.05	10232.17	15057.05	20039.49	2419.5
PYRUFLAVREDUCT-RXN	448.0	3313.5	1605.5	2104.0	1116.0	1683.0	2969.5	1483.0	885.0	901.0	23.5	910.5	289.0	731.5	72.0	64.5	826.5	611.14	421.14	983.0	706.0	128.0	746.11	456.0	595.0	400.0	318.88	142.5	63.75	897.75	1416.07	1423.5	170.5	1158.62	2459.0	1136.0	1036.0	1150.5	750.5	518.79	2079.75	1234.5	756.0	193.43	79.5	195.5	90.5	2478.5	6018.0	4313.0	1471.5
PYRUVATE-CARBOXYLASE-RXN	5332.0	1890.0	654.0	850.0	2051.4	2400.5	436.0	835.0	1622.5	1570.2	2668.0	6454.5	4842.0	1687.6	7039.5	983.0	1827.2	4103.5	1437.0	4299.7	1429.5	7608.6	1523.5	4523.4	3960.0	942.7	3646.2	4134.0	2002.2	439.8	853.2	645.7	2326.7	1047.4	1844.6	929.1	354.6	809.3	1117.5	2937.7	1055.4	7131.3	5317.5	4885.0	5690.0	5703.5	1446.7	3216.0	3244.3	6573.5	1077.5
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	4554.5	3.25	5.34	0.0	0.0	0.0	1.5	8.84	0.0	3.0	3.5	6509.0	4.0	0.33	7.25	44.17	0.0	0.0	33.75	0.0	18.51	4423.16	41.58	0.0	1.5	34.75	5.0	12.0	2.0	18.5	2.0	1.5	926.66	3.0	0.0	2.0	2.0	6.0	1.5	10.0	5.0	208.0	656.5	5479.5	970.33	568.5	193.0	2272.34	2974.66	4773.16	2.0
PYRUVFORMLY-RXN	1335.55	10007.75	4811.25	6272.0	3337.75	5143.25	9016.25	4489.25	2653.5	2728.25	70.5	2017.75	899.75	2199.5	228.0	192.0	2511.0	1839.06	1278.42	2946.5	1926.75	385.0	2266.83	1332.25	1808.25	1121.33	1105.95	441.0	197.67	2919.42	4253.28	4597.0	500.5	3515.140000000001	7410.25	3615.0	3118.0	3484.0	2254.0	1635.66	6986.92	3702.7	2241.5	501.1	120.6	548.7	172.7	7295.25	17764.0	13626.5	4373.0
QOR-RXN	11267.1	6939.83	2878.59	3140.75	4831.78	4882.16	3613.55	3597.99	3615.6	3061.88	2856.85	16565.260000000002	9474.92	3777.22	7768.25	3296.0199999999995	10430.8	6650.969999999998	5669.33	5829.3	3550.49	19206.66	3618.1	14784.18	8622.58	5381.53	5820.93	6041.120000000001	3922.88	3371.620000000001	2957.1	3683.82	19424.77	5878.74	5831.85	2827.17	2414.15	2822.68	3140.77	4676.6500000000015	3450.35	22665.28	11256.94	12211.91	12400.66	12440.76	2992.3	9844.84	15698.21	12534.56	3525.5
QUERCITRINASE-RXN	2884.5	16.0	48.5	0.0	0.0	23.0	250.0	678.0	65.0	268.0	0.0	193.0	20.0	27.0	40.0	371.5	139.0	3.0	966.0	73.0	410.0	21.0	1354.5	6.0	687.0	3153.0	163.0	252.0	2.0	373.0	52.0	169.0	153.0	399.0	344.0	14.0	191.0	4.0	245.0	75.0	95.0	552.0	866.0	237.4	1656.0	860.5	465.0	301.0	64.0	5286.5	0.0
QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN	14029.82	4549.83	2171.42	2584.0	2525.25	3041.29	3390.8	3862.87	2474.0	2391.18	1444.67	12100.63	3481.92	1848.63	3815.5	2965.17	4194.6	3081.22	3688.65	3411.85	3198.63	12109.88	3589.86	4407.03	4218.08	5693.76	2944.4	3386.59	1747.85	2273.4400000000005	2379.5	2653.52	6910.84	2825.16	4733.15	1999.47	1774.55	2183.98	2305.17	2436.83	3154.62	12346.83	8037.84	11077.08	8991.470000000001	7331.6100000000015	2337.45	8411.67	13420.98	16043.16	2346.5
QUINOLINATE-SYNTHA-RXN	9995.59	4515.5	2094.42	2547.0	2423.58	3015.62	3343.13	3369.04	2334.67	2288.85	1444.67	9447.46	3445.25	1846.63	3772.5	2744.67	4161.6	3045.39	3599.65	3278.35	2859.3	8881.880000000001	3182.69	4359.7	4091.25	3408.93	2774.23	3111.59	1393.1	2014.27	2104.25	2393.52	6125.51	2688.74	4153.15	1884.97	1571.8	1930.98	1866.17	2278.33	2879.45	9392.06	6587.17	7740.48	7843.0	5135.34	1877.52	5772.0	11484.15	12688.66	2167.0
